TV Show Title,Unique ID,IMDB Rating,Start Year,End Year,TV Rating,Episode Run Time (min),Top Genres
The Quintessential Quintuplets,tt9584920,7.7,2019, ,TV-PG,24,"[' Comedy', ' Drama']"
He-Man and the Masters of the Universe,tt11465278,5.9,2021,2022,TV-Y7,26,"[' Action', ' Adventure']"
"Ed, Edd n Eddy",tt0184111,7.5,1999,2008,TV-Y7,30,"[' Comedy', ' Family']"
Harem in the Labyrinth of Another World,tt13628870,6.3,2022, ,N/A,24,"[' Action', ' Adventure']"
Elena of Avalor,tt4549142,6.5,2016,2020,TV-Y,24,"[' Action', ' Adventure']"
Fate/Zero,tt2051178,8.2,2011,2012,TV-MA,24,"[' Action', ' Adventure']"
"Welcome to Demon-School, Iruma-kun",tt11034066,7.6,2019, ,TV-14,23,"[' Comedy', ' Drama']"
Rurouni Kenshin,tt0182629,8.5,1996,1998,TV-14,24,"[' Action', ' Adventure']"
Transformers: Earthspark,tt14298658,N/A,2022, ,N/A,N/A,"[' Action', ' Adventure']"
Avengers Assemble,tt2455546,7.0,2012,2019,TV-Y7,23,"[' Action', ' Adventure']"
My Teen Romantic Comedy SNAFU,tt2703720,8.0,2013, ,TV-14,24,"[' Comedy', ' Drama']"
Mr. Pickles,tt2950342,7.3,2013,2019,TV-MA,15,"[' Comedy', ' Horror']"
Q-Force,tt10140028,6.5,2021),(2021,TV-MA,30,"[' Action', ' Adventure']"
ReBoot,tt0108903,7.9,1994,2001,TV-Y7,30,"[' Action', ' Adventure']"
Nana,tt0810705,8.5,2006,2007,TV-MA,21,"[' Comedy', ' Drama']"
Domestic Girlfriend,tt9817980,6.8,2019, ,TV-MA,25,"[' Drama', ' Romance']"
Voltron: Legendary Defender,tt5580664,8.1,2016,2018,TV-Y7-FV,23,"[' Action', ' Adventure']"
Superman: The Animated Series,tt0115378,8.1,1996,2000,TV-PG,30,"[' Action', ' Adventure']"
The New Batman Adventures,tt0118266,8.5,1997,1999,TV-PG,30,"[' Action', ' Adventure']"
Metalocalypse,tt0839188,8.3,2006,2013,TV-MA,11,"[' Comedy', ' Music']"
Dogs in Space,tt14906826,7.2,2021, ,TV-Y7,18,"[' Action', ' Adventure']"
Spriggan,tt10011306,6.9,2022, ,TV-MA,45,"[' Action', ' Adventure']"
Stoner Cats,tt15139516,7.2,2021, ,N/A,5,[' Comedy']
Krapopolis,tt14016574,N/A,2022, ,N/A,N/A,[]
Hit-Monkey,tt9811316,7.8,2021),(2021,TV-MA,22,"[' Action', ' Adventure']"
Tomodachi Game,tt15830678,7.5,2022, ,TV-14,23,"[' Drama', ' Mystery']"
The Future Diary,tt2069441,7.5,2011,2013,TV-MA,25,"[' Action', ' Drama']"
Sonic Prime,tt13961348,N/A,2022, ,TV-Y7,22,"[' Action', ' Adventure']"
"Don't Toy with Me, Miss Nagatoro",tt12635162,7.3,2021, ,TV-14,24,"[' Comedy', ' Romance']"
Redo of Healer,tt13370404,6.3,2021, ,TV-MA,24,"[' Action', ' Adventure']"
Duncanville,tt9073898,6.2,2020,2022,TV-14,22,[' Comedy']
The Ghost and Molly McGee,tt10684374,7.3,2021, ,TV-Y7,22,"[' Short', ' Adventure']"
Banana Fish,tt8515016,8.2,2018),(2018,TV-MA,22,"[' Action', ' Adventure']"
Konosuba: God's Blessing on This Wonderful World!,tt5370118,7.8,2016,2017,TV-14,24,"[' Adventure', ' Comedy']"
Dragons: The Nine Realms,tt15758116,5.4,2021, ,TV-G,23,"[' Action', ' Adventure']"
Bee & Puppycat: Lazy in Space,tt13259622,8.8,2013, ,TV-PG,N/A,[]
Cocomelon,tt12427840,4.7,2018,2022,TV-PG,4,[' Family']
Invader ZIM,tt0235923,8.4,2001,2006,TV-Y7,24,"[' Action', ' Adventure']"
Shaun the Sheep,tt0983983,8.2,2007,2020,TV-G,7,"[' Short', ' Comedy']"
Urusei Yatsura,tt16764368,8.1,2022, ,N/A,25,"[' Action', ' Adventure']"
The Powerpuff Girls,tt4718304,3.5,2016,2023,TV-Y7-FV,60,"[' Short', ' Action']"
The Tiny Chef Show,tt10558660,6.0,2022, ,TV-Y7,N/A,[' Short']
Foster's Home for Imaginary Friends,tt0419326,7.6,2004,2009,TV-Y7,30,"[' Adventure', ' Comedy']"
Totally Spies!,tt0283226,7.1,2001,2014,TV-Y7,22,"[' Action', ' Adventure']"
The Disastrous Life of Saiki K.,tt6354518,8.4,2016,2018,TV-14,24,"[' Comedy', ' Fantasy']"
Record of Ragnarok,tt13676344,6.2,2021, ,TV-14,24,"[' Action', ' Adventure']"
Cyberchase,tt0309141,6.9,2002, ,TV-Y,30,"[' Short', ' Adventure']"
Ergo Proxy,tt0791205,7.9,2006),(2006,TV-14,25,"[' Action', ' Adventure']"
RWBY,tt3066242,7.6,2012, ,TV-PG,13,"[' Action', ' Adventure']"
Wonder Egg Priority,tt13248076,7.5,2021, ,TV-MA,23,"[' Action', ' Drama']"
The Magic School Bus,tt0108847,7.8,1994,1997,TV-Y,30,"[' Adventure', ' Comedy']"
Dorohedoro,tt11147852,8.1,2020),(2020,TV-MA,25,"[' Action', ' Comedy']"
Drawn Together,tt0386180,7.1,2004,2007,TV-MA,22,"[' Comedy', ' Reality-TV']"
Link Click,tt14976292,8.7,2021, ,TV-14,20,"[' Action', ' Fantasy']"
Marvel's Moon Girl and Devil Dinosaur,tt8041658,8.6,2022, ,TV-Y7,N/A,"[' Action', ' Adventure']"
Johnny Bravo,tt0118360,7.2,1997,2004,TV-Y7,30,"[' Short', ' Adventure']"
Mushi-Shi,tt0807832,8.5,2005,2014,TV-14,25,"[' Drama', ' Fantasy']"
"The Adventures of Jimmy Neutron, Boy Genius",tt0320808,6.7,2002,2006,TV-G,24,"[' Adventure', ' Comedy']"
Animaniacs,tt0105941,7.9,1993,1998,TV-Y7,21,"[' Short', ' Adventure']"
Sailor Moon,tt0114327,7.6,1995,2000,TV-Y,24,"[' Action', ' Adventure']"
PJ Masks,tt4148744,5.4,2015, ,TV-Y,24,"[' Action', ' Adventure']"
Gremlins: Secrets of the Mogwai,tt9860690,9.1,2022, ,N/A,30,"[' Adventure', ' Comedy']"
Arifureta: From Commonplace to World's Strongest,tt10431290,7.1,2019, ,TV-MA,23,"[' Action', ' Adventure']"
Hey Duggee,tt4291050,8.9,2014, ,TV-Y,7,"[' Comedy', ' Family']"
Kengan Ashura,tt9058134,8.0,2019, ,TV-MA,24,"[' Action', ' Sport']"
Daniel Tiger's Neighborhood,tt2014553,7.5,2012, ,TV-Y,26,"[' Family', ' Fantasy']"
A Tale Dark & Grimm,tt2386826,7.3,2021, ,TV-Y7,26,"[' Action', ' Adventure']"
Digimon: Digital Monsters,tt0210418,7.3,1999,2007,TV-Y7,24,"[' Action', ' Adventure']"
The Avengers: Earth's Mightiest Heroes,tt1626038,8.3,2010,2012,TV-Y7,30,"[' Action', ' Adventure']"
Danny Phantom,tt0366005,7.1,2003,2007,TV-Y7-FV,30,"[' Action', ' Adventure']"
Highschool of the Dead,tt1685401,7.2,2010),(2010,TV-MA,24,"[' Action', ' Drama']"
HouseBroken,tt9610166,6.2,2021, ,TV-14,N/A,[' Comedy']
TheOdd1sOut,tt7550710,8.1,2014, ,TV-PG,N/A,"[' Biography', ' Comedy']"
Ben 10,tt6148376,2.9,2016,2021,TV-Y7-FV,12,"[' Short', ' Action']"
Baki Hanma,tt13357140,6.7,2021, ,TV-MA,25,"[' Action', ' Drama']"
Transformers Prime,tt1659175,7.9,2010,2013,TV-Y7,30,"[' Short', ' Action']"
Prison School,tt4917066,7.6,2015,2016,TV-MA,24,[' Comedy']
Star Wars: Clone Wars,tt0361243,7.8,2003,2005,TV-Y7,133,"[' Action', ' Adventure']"
Moral Orel,tt0476922,8.0,2005,2009,TV-MA,11,"[' Comedy', ' Drama']"
Star Wars Resistance,tt8336340,5.2,2018,2020,TV-Y7,30,"[' Action', ' Adventure']"
Black Summoner,tt21249100,7.1,2022, ,Not Rated,N/A,[' Fantasy']
Akiba Maid War,tt21929358,8.2,2022, ,N/A,N/A,"[' Action', ' Comedy']"
Trigun,tt0251439,8.2,1998),(1998,TV-14,24,"[' Action', ' Adventure']"
Little Einsteins,tt0756522,6.3,2005,2010,TV-Y,N/A,"[' Adventure', ' Comedy']"
"Be Cool, Scooby-Doo!",tt4215734,6.5,2015,2018,TV-Y7-FV,23,"[' Adventure', ' Comedy']"
Tokyo Ghoul: re,tt8213522,6.7,2018),(2018,TV-MA,24,"[' Action', ' Drama']"
Happy Tree Friends,tt0770762,7.0,2000,2016,TV-14,21,"[' Comedy', ' Horror']"
House of Mouse,tt0272388,7.5,2001,2003,TV-Y,30,"[' Comedy', ' Family']"
Ghost in the Shell SAC_2045,tt9466298,6.3,2020, ,TV-MA,25,"[' Action', ' Crime']"
Doc McStuffins,tt1710295,6.6,2012,2022,G,11,"[' Family', ' Fantasy']"
Adam Ruins Everything,tt5034326,8.1,2015,2019,TV-14,30,"[' Comedy', ' History']"
Vampirina,tt7010622,6.5,2017,2021,TV-Y,25,"[' Short', ' Comedy']"
The Misfit of Demon King Academy,tt12432936,7.3,2020,2022,TV-14,23,"[' Adventure', ' Comedy']"
Blaze and the Monster Machines,tt4458594,5.6,2014,2022,TV-Y,22,"[' Short', ' Action']"
Green Eggs and Ham,tt4651448,8.1,2019, ,TV-Y7,26,"[' Adventure', ' Comedy']"
Soul Eater,tt1214085,7.8,2008,2009,TV-14,24,"[' Action', ' Adventure']"
The Proud Family: Louder and Prouder,tt11871764,6.1,2022, ,TV-G,30,"[' Adventure', ' Comedy']"
Claymore,tt0985344,8.0,2007),(2007,TV-MA,24,"[' Action', ' Adventure']"
Dragon Ball GT,tt0139774,6.8,1996,1997,TV-PG,24,"[' Action', ' Adventure']"
Noragami,tt3225270,7.9,2014,2015,TV-14,24,"[' Action', ' Adventure']"
Tatami Time Machine Blues,tt15684222,8.1,2022, ,TV-14,21,"[' Comedy', ' Drama']"
Carmen Sandiego,tt7042146,7.9,2019,2021,TV-Y7-FV,22,"[' Action', ' Adventure']"
Curious George,tt0449545,7.2,2006,2022,TV-Y,30,"[' Short', ' Adventure']"
The Legend of Zelda,tt0832330,6.0,1989),(1989,TV-Y7-FV,15,"[' Action', ' Adventure']"
Kipo and the Age of Wonderbeasts,tt10482560,8.3,2020),(2020,TV-Y7,24,"[' Action', ' Adventure']"
Resident Evil: Infinite Darkness,tt13173144,5.7,2021, ,TV-MA,26,"[' Action', ' Horror']"
Fighting Spirit,tt0481256,8.8,2000,2002,TV-PG,20,"[' Action', ' Comedy']"
Moriarty the Patriot,tt12831098,8.0,2020, ,TV-14,N/A,"[' Crime', ' History']"
The Marvelous Misadventures of Flapjack,tt1178180,7.8,2008,2010,TV-Y7-FV,11,"[' Short', ' Adventure']"
Transformers: War for Cybertron Trilogy,tt9789660,7.3,2020,2021,TV-Y7,30,"[' Action', ' Adventure']"
Black Butler,tt1316554,7.7,2008,2011,TV-14,24,"[' Action', ' Comedy']"
Mike Tyson Mysteries,tt3038546,8.2,2014,2020,TV-14,12,"[' Adventure', ' Comedy']"
Hercules,tt0138967,6.6,1998,1999,TV-Y7,30,"[' Action', ' Adventure']"
Baki the Grappler,tt0981456,7.5,2001,2007,TV-PG,24,"[' Action', ' Drama']"
The Wild Thornberrys,tt0167743,6.6,1998,2004,TV-Y7,30,"[' Adventure', ' Comedy']"
Chip 'n Dale: Rescue Rangers,tt0096557,7.6,1989,1990,TV-Y,22,"[' Action', ' Adventure']"
X-Men: Evolution,tt0247827,7.8,2000,2003,TV-Y7,23,"[' Action', ' Adventure']"
High-Rise Invasion,tt13352232,6.5,2021, ,TV-MA,25,"[' Action', ' Horror']"
Pacific Rim: The Black,tt9288848,7.0,2021,2022,TV-14,24,"[' Action', ' Adventure']"
Rugrats,tt8741368,4.0,2021, ,TV-Y7,23,"[' Short', ' Adventure']"
Toradora!,tt1279024,8.0,2008,2009,TV-14,24,"[' Comedy', ' Drama']"
Moominvalley,tt6921882,7.2,2019, ,N/A,22,"[' Drama', ' Family']"
Animaniacs,tt6951546,7.8,2020, ,TV-PG,21,"[' Short', ' Adventure']"
Mickey Mouse,tt2768802,8.1,2013,2019,TV-G,4,"[' Short', ' Adventure']"
World's End Harem,tt13411814,5.9,2021, ,TV-MA,24,"[' Drama', ' Romance']"
Metal Family,tt14037690,8.6,2018, ,N/A,N/A,"[' Drama', ' Music']"
Ghost in the Shell: Stand Alone Complex,tt0346314,8.5,2002,2005,TV-MA,24,"[' Action', ' Crime']"
Mickey Mouse Funhouse,tt13262134,5.4,2021, ,TV-G,11,"[' Short', ' Adventure']"
Hitori No Shita - The Outcast,tt12882132,6.9,2015,2021,N/A,N/A,[' Fantasy']
The God of High School,tt12227418,7.3,2020),(2020,N/A,24,"[' Action', ' Adventure']"
Centaurworld,tt10919290,7.6,2021),(2021,TV-Y7,25,"[' Short', ' Adventure']"
I've Somehow Gotten Stronger When I Improved My Farm-Related Skills,tt21345970,7.5,2022, ,N/A,23,"[' Action', ' Adventure']"
The Adventures of Paddington,tt7772600,8.5,2019, ,TV-Y,N/A,"[' Short', ' Adventure']"
Fugget About It,tt1799834,6.9,2012,2021,TV-MA,22,"[' Comedy', ' Crime']"
Dragon Quest: The Adventure of Dai,tt11858104,8.0,2020, ,N/A,24,"[' Action', ' Adventure']"
Trese,tt9310336,7.0,2021, ,TV-MA,33,"[' Action', ' Adventure']"
Summer Camp Island,tt8146760,7.7,2018, ,TV-Y7,N/A,"[' Short', ' Adventure']"
Supernatural: The Animation,tt1679482,7.4,2011),(2011,TV-14,23,"[' Drama', ' Fantasy']"
When They Cry,tt0845738,7.9,2006),(2006,TV-MA,24,"[' Drama', ' Horror']"
The Croods: Family Tree,tt15341442,6.8,2021, ,TV-Y7,22,"[' Short', ' Adventure']"
Kotaro Lives Alone,tt15490038,8.4,2022, ,TV-14,27,"[' Comedy', ' Drama']"
Skeleton Knight in Another World,tt14476236,6.9,2022, ,TV-MA,N/A,"[' Action', ' Adventure']"
Aladdin,tt0105935,7.3,1994,1995,TV-Y7,30,"[' Action', ' Adventure']"
Handy Manny,tt0451460,5.5,2006,2013,TV-Y,24,"[' Comedy', ' Family']"
Bob the Builder,tt0262151,5.5,1997,2018,TV-Y,10,"[' Comedy', ' Family']"
The Backyardigans,tt0439349,7.0,2004,2013,TV-Y,24,"[' Adventure', ' Comedy']"
Sonic X,tt0367413,6.2,2003,2006,TV-Y7,30,"[' Action', ' Adventure']"
Clarence,tt3061050,6.8,2013,2018,TV-PG,23,"[' Short', ' Adventure']"
Wild Kratts,tt1807859,7.7,2010, ,TV-Y,26,"[' Adventure', ' Comedy']"
Rosario + Vampire,tt1161684,6.9,2008),(2008,TV-14,25,"[' Comedy', ' Fantasy']"
Little Nightmares,tt7023474,8.3,2019, ,N/A,N/A,[]
M.O.D.O.K.,tt9811118,6.3,2021),(2021,TV-MA,22,"[' Action', ' Comedy']"
American Dragon: Jake Long,tt0429305,6.6,2005,2007,TV-G,30,"[' Action', ' Comedy']"
Yasuke,tt9310330,6.2,2021, ,TV-MA,30,"[' Action', ' Adventure']"
Captain Planet and the Planeteers,tt0098763,6.7,1990,1996,TV-Y7,23,"[' Short', ' Action']"
Space Ghost Coast to Coast,tt0108937,7.9,1993,2012,N/A,15,"[' Comedy', ' Sci-Fi']"
Fast & Furious Spy Racers,tt8322592,5.9,2019,2021,TV-Y7-FV,23,"[' Action', ' Adventure']"
Great Teacher Onizuka,tt0315008,8.5,1999,2000,TV-MA,24,"[' Comedy', ' Drama']"
DC Super Hero Girls,tt9628244,7.2,2019, ,TV-PG,11,"[' Action', ' Adventure']"
W.I.T.C.H.,tt0383718,7.2,2004,2006,TV-Y7,30,"[' Action', ' Adventure']"
The Proud Family,tt0293737,6.5,2001,2005,TV-Y,30,"[' Comedy', ' Family']"
Chowder,tt1140100,7.4,2007,2010,TV-Y7-FV,11,"[' Short', ' Adventure']"
Pokémon Journeys: The Series,tt14033496,7.0,2019, ,TV-Y7,N/A,"[' Adventure', ' Comedy']"
Fairfax,tt7492014,5.2,2021, ,TV-MA,30,"[' Adventure', ' Comedy']"
Mr. Bean: The Animated Series,tt0280277,6.8,2002,2019,TV-Y,11,"[' Comedy', ' Family']"
Dora the Explorer,tt0235917,4.2,2000,2019,TV-Y,30,"[' Adventure', ' Comedy']"
Looney Tunes Cartoons,tt8543208,8.0,2019, ,TV-Y7,12,"[' Short', ' Adventure']"
Pinky and the Brain,tt0112123,7.8,1995,1998,TV-Y,30,"[' Short', ' Adventure']"
Doug,tt0101084,7.4,1991,1994,TV-Y7,30,"[' Adventure', ' Comedy']"
Slam Dunk,tt0965547,8.7,1993,1996,TV-PG,22,"[' Comedy', ' Drama']"
Darker Than Black,tt0995941,7.7,2007,2010,TV-MA,24,"[' Action', ' Drama']"
Steins;Gate 0,tt5514358,8.4,2018),(2018,TV-14,30,"[' Drama', ' Mystery']"
The Testament of Sister New Devil,tt4219258,6.6,2015, ,TV-MA,24,"[' Action', ' Comedy']"
Blue Exorcist,tt1799631,7.4,2011),(2011,TV-14,30,"[' Action', ' Drama']"
Bakemonogatari,tt1480925,8.0,2009,2010,TV-14,360,"[' Action', ' Comedy']"
Lilo & Stitch: The Series,tt0364774,6.8,2003,2006,TV-Y,22,"[' Action', ' Adventure']"
No Activity,tt7230846,6.7,2017,2021,TV-MA,30,[' Comedy']
Engage Kiss,tt21114720,6.3,2022, ,TV-14,24,"[' Action', ' Comedy']"
Reincarnated as a Sword,tt15483602,7.7,2022, ,N/A,N/A,"[' Action', ' Fantasy']"
Batman: The Brave and the Bold,tt1213218,7.3,2008,2011,TV-Y7-FV,30,"[' Action', ' Adventure']"
Shaman King,tt12502782,7.0,2021,2022,TV-PG,23,"[' Action', ' Adventure']"
Minecraft: Story Mode,tt10498322,5.6,2018),(2018,TV-PG,N/A,[' Adventure']
Gantz,tt0434685,7.2,2004),(2004,TV-MA,22,"[' Action', ' Drama']"
Mia and Me,tt2203143,6.6,2012, ,N/A,20,"[' Adventure', ' Family']"
Deadman Wonderland,tt1909447,7.1,2011),(2011,TV-MA,24,"[' Action', ' Drama']"
Kung Fu Panda: Legends of Awesomeness,tt1545214,7.0,2011,2016,TV-Y7,22,"[' Action', ' Adventure']"
Big Nate,tt11947288,7.4,2022, ,TV-Y7,22,"[' Comedy', ' Family']"
Clone High,tt0305011,8.2,2002,2003,TV-14,N/A,"[' Comedy', ' Sci-Fi']"
Monster Musume: Everyday Life with Monster Girls,tt4831392,6.6,2015, ,TV-MA,23,"[' Comedy', ' Fantasy']"
Mobile Suit Gundam: Iron-Blooded Orphans,tt5344382,7.9,2015, ,TV-14,24,"[' Action', ' Drama']"
Parallel World Pharmacy,tt18574004,7.0,2022, ,Not Rated,N/A,[' Fantasy']
Stephen Colbert Presents Tooning Out The News,tt12026652,5.8,2020, ,TV-14,7,"[' Comedy', ' News']"
DreamWorks Dragons,tt2325846,7.9,2012,2014,TV-Y7,22,"[' Action', ' Adventure']"
Chip and Potato,tt9897038,6.4,2018, ,TV-Y,23,"[' Adventure', ' Comedy']"
Date a Live,tt2575684,6.9,2013, ,TV-14,25,"[' Action', ' Comedy']"
Odd Taxi,tt14134550,8.5,2021, ,N/A,23,"[' Comedy', ' Crime']"
Miss Kobayashi's Dragon Maid,tt6185782,7.7,2017,2022,TV-14,24,"[' Comedy', ' Fantasy']"
Thomas & Friends: All Engines Go,tt14556544,2.2,2021, ,TV-Y,30,"[' Short', ' Adventure']"
Owari no serafu,tt4584326,7.5,2015),(2015,TV-14,24,"[' Action', ' Adventure']"
Kamp Koral: SpongeBob's Under Years,tt10436284,3.6,2021, ,TV-Y7,22,"[' Short', ' Adventure']"
Thundercats,tt1666278,7.9,2011,2012,TV-PG,N/A,"[' Action', ' Adventure']"
3Below: Tales of Arcadia,tt7736544,7.7,2018,2019,TV-Y7-FV,24,"[' Action', ' Adventure']"
Ben & Holly's Little Kingdom,tt1436544,7.5,2009,2013,TV-Y,10,"[' Adventure', ' Comedy']"
Scissor Seven,tt11503082,8.4,2018, ,TV-14,13,"[' Action', ' Adventure']"
The Penguins of Madagascar,tt0892700,7.5,2008,2015,TV-Y7,11,"[' Short', ' Action']"
Ouran High School Host Club,tt0816397,8.2,2006),(2006,TV-14,24,"[' Comedy', ' Romance']"
The Case Study of Vanitas,tt14641098,7.6,2021, ,TV-14,23,"[' Fantasy', ' Horror']"
My Life as a Teenage Robot,tt0318233,7.0,2002,2022,TV-Y,23,"[' Action', ' Adventure']"
VeggieTales,tt0865856,7.2,1993,2015,TV-Y,32,"[' Comedy', ' Family']"
Santa Inc.,tt12286260,1.6,2021),(2021,TV-MA,30,[' Comedy']
Spider-Man,tt6135682,6.1,2017,2020,TV-Y7,44,"[' Action', ' Adventure']"
Sonic Boom,tt3232262,6.8,2014,2017,TV-Y7,11,"[' Short', ' Action']"
Home Movies,tt0197159,8.2,1999,2004,TV-14,30,"[' Comedy', ' Drama']"
Great Pretender,tt11680468,7.9,2020, ,TV-MA,23,"[' Action', ' Adventure']"
Dragon Tales,tt0243061,6.3,1999,2005,TV-Y,30,"[' Adventure', ' Drama']"
Rolie Polie Olie,tt0172049,6.3,1998,2007,TV-Y,24,"[' Comedy', ' Family']"
The Patrick Star Show,tt12915960,3.5,2021, ,TV-Y7,11,"[' Comedy', ' Family']"
Ren & Stimpy 'Adult Party Cartoon',tt0371475,5.5,2003),(2003,TV-MA,30,"[' Comedy', ' Horror']"
Pete the Cat,tt6148744,7.9,2017, ,TV-Y,22,"[' Comedy', ' Family']"
Big Hero 6: The Series,tt5515212,7.1,2017,2021,TV-Y7,21,"[' Action', ' Adventure']"
Tear Along the Dotted Line,tt15614372,8.6,2021, ,TV-14,20,"[' Comedy', ' Drama']"
Ask the StoryBots,tt5846856,8.5,2016,2019,TV-Y,24,"[' Adventure', ' Comedy']"
Shikimori's Not Just a Cutie,tt15529074,6.7,2022, ,TV-14,23,"[' Comedy', ' Drama']"
A Couple of Cuckoos,tt14400866,6.8,2022),(2022,TV-14,N/A,"[' Comedy', ' Romance']"
Clannad,tt1118804,7.8,2007,2008,TV-PG,30,"[' Comedy', ' Drama']"
Bravest Warriors,tt2474952,8.1,2012,2018,TV-PG,5,"[' Action', ' Adventure']"
Camp Lazlo!,tt0419315,6.4,2005,2008,TV-Y7,30,"[' Short', ' Adventure']"
Renai Flops,tt21606344,6.9,2022, ,N/A,N/A,"[' Comedy', ' Romance']"
Interspecies Reviewers,tt11595706,7.4,2020, ,TV-MA,23,"[' Comedy', ' Fantasy']"
The Way of the Househusband,tt13357124,7.3,2021, ,TV-14,16,"[' Action', ' Comedy']"
Milo Murphy's Law,tt5439480,7.6,2016,2019,TV-Y7,12,"[' Short', ' Action']"
Animals.,tt4953128,7.3,2016,2018,TV-MA,30,[' Comedy']
Beast Wars: Transformers,tt0115108,8.1,1996,1999,TV-Y7,30,"[' Action', ' Adventure']"
The Casagrandes,tt9165462,5.7,2019,2022,TV-Y7,22,"[' Short', ' Adventure']"
"Why the Hell are You Here, Teacher!?",tt9826344,6.3,2019, ,TV-MA,12,"[' Short', ' Comedy']"
The Little Mermaid,tt0103477,6.7,1992,1994,TV-Y,25,"[' Short', ' Adventure']"
The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,tt14061838,7.3,2021, ,TV-14,24,"[' Action', ' Fantasy']"
Panty & Stocking with Garterbelt,tt1727444,7.3,2010,2011,TV-MA,23,"[' Action', ' Comedy']"
Clerks,tt0210413,7.4,2000,2001,R,22,[' Comedy']
Mickey Mouse Mixed-Up Adventures,tt6264782,6.0,2017,2021,TV-Y,21,"[' Short', ' Adventure']"
The Looney Tunes Show,tt1726839,7.5,2011,2015,TV-PG,23,"[' Short', ' Adventure']"
Junji Itô: Korekushon,tt7814574,6.7,2018, ,TV-MA,24,"[' Drama', ' Horror']"
How NOT to Summon a Demon Lord,tt8438524,7.0,2018, ,TV-MA,24,"[' Adventure', ' Comedy']"
Hoops,tt9077562,6.0,2020),(2020,TV-MA,25,"[' Comedy', ' Sport']"
Guardians of the Galaxy,tt4176370,7.3,I) (2015,2019,TV-Y7-FV,22,"[' Action', ' Adventure']"
Jigokuraku,tt13911284,N/A,2022, ,N/A,24,"[' Action', ' Adventure']"
Hulk and the Agents of S.M.A.S.H.,tt2455514,6.1,2013,2015,TV-Y7,23,"[' Action', ' Adventure']"
Edens Zero,tt13167196,7.2,2021, ,TV-14,N/A,"[' Action', ' Adventure']"
CatDog,tt0154061,6.5,1998,2005,TV-Y,23,"[' Adventure', ' Comedy']"
Clannad: After Story,tt1298820,8.6,2008,2009,TV-MA,24,"[' Comedy', ' Drama']"
Fate/stay night [Unlimited Blade Works],tt3621796,8.0,2014,2015,TV-14,24,"[' Action', ' Adventure']"
Cake,tt10768172,6.5,2019, ,TV-MA,N/A,[' Comedy']
Dino Ranch,tt13858416,6.7,2021, ,TV-Y,N/A,"[' Adventure', ' Comedy']"
Caillou,tt0262153,3.8,1997,2018,TV-Y,30,"[' Comedy', ' Drama']"
Aaahh!!! Real Monsters,tt0108684,7.2,1994,1997,TV-Y7,30,"[' Adventure', ' Comedy']"
Eureka!,tt19873092,6.9,2022, ,TV-Y,N/A,"[' Adventure', ' Comedy']"
The Ancient Magus' Bride,tt7326322,7.7,2017, ,TV-14,25,"[' Drama', ' Fantasy']"
TRON: Uprising,tt1812523,8.2,2012,2013,TV-Y7,30,"[' Action', ' Adventure']"
6Teen,tt0439341,7.5,2004,2010,TV-PG,22,"[' Comedy', ' Drama']"
Blood-C,tt1890725,6.2,2011),(2011,TV-MA,N/A,"[' Action', ' Fantasy']"
Aggretsuko,tt8019444,8.0,2018,2023,TV-14,15,"[' Comedy', ' Drama']"
Scum's Wish,tt6197170,6.8,I) (2017),(I) (2017,TV-MA,22,"[' Drama', ' Romance']"
Rocket Power,tt0244926,6.8,1999,2004,TV-G,30,"[' Short', ' Action']"
Tiny Toon Adventures,tt0098929,7.5,1990,1995,TV-G,21,"[' Short', ' Adventure']"
We Baby Bears,tt13303478,6.0,2022, ,TV-Y7,11,"[' Adventure', ' Comedy']"
Hige o Soru. Soshite Joshikousei o Hirou.,tt13198632,7.4,2021, ,N/A,23,"[' Comedy', ' Drama']"
Generator Rex,tt1636691,7.6,2010,2013,TV-PG,24,"[' Action', ' Adventure']"
Barbie: Life in the Dreamhouse,tt2644032,7.4,2012,2015,TV-G,3,"[' Short', ' Comedy']"
"Go, Dog, Go",tt10687202,7.2,2021, ,TV-Y,24,[' Family']
Ghost Stories,tt0285368,8.0,2000,2001,TV-MA,24,"[' Comedy', ' Horror']"
The Octonauts,tt1710177,7.6,2010, ,TV-Y,11,"[' Adventure', ' Comedy']"
Sym-Bionic Titan,tt1709198,8.1,2010,2011,TV-PG,N/A,"[' Action', ' Adventure']"
Strike the Blood,tt2789238,7.0,2013, ,N/A,24,"[' Action', ' Comedy']"
Tower of God,tt12057106,7.7,2020),(2020,TV-14,23,"[' Action', ' Adventure']"
Akuyaku Reijou nanode Last Boss wo Kattemimashita,tt15533960,7.7,2022, ,N/A,23,"[' Comedy', ' Fantasy']"
The Adventures of Tintin,tt0179552,8.3,1991,1992,TV-Y7,30,"[' Action', ' Adventure']"
"Ada Twist, Scientist",tt13241650,7.0,2021, ,TV-PG,12,"[' Adventure', ' Comedy']"
Trash Truck,tt9288860,8.5,2020, ,TV-Y,N/A,[' Family']
TONIKAWA: Over the Moon for You,tt12311976,7.8,2020, ,TV-14,23,"[' Comedy', ' Romance']"
Peter Grill to Kenja no Jikan,tt12464204,5.3,2020, ,TV-MA,12,"[' Comedy', ' Fantasy']"
Little Bear,tt0245637,7.3,1995,2003,TV-Y,24,"[' Adventure', ' Family']"
